project_id,state,district,latitude,longitude,project_type,implementing_department,land_area_hectares,families_affected,compensation_assessed_inr,compensation_disbursed_pct,legal_disputes_count,notification_date,approval_stage,rr_progress_pct,stakeholder_responsiveness,historical_dept_avg_delay_days,last_activity_date,risk_score_raw,delayed,delay_days,project_budget,status,actual_end_date,action_taken,final_outcome,created_by
LA-2022-0425,Maharashtra,Nagpur,19.219,75.6083,Irrigation/Water Res.,State Water Resources Dept,4.2,42,40284000,48.1,0,2022-02-27,Stage 3 of 5,20.2,Medium,216,2026-08-21,0.333,Y,713,192190000,Completed,2022-03-20,True,Delayed - Resolved,seed_officer_036
LA-2024-0426,Maharashtra,Satara,19.9433,75.4968,Industrial Corridor,State Industrial Dev. Corp,18.7,68,59087000,56.4,3,2024-11-12,Stage 4 of 5,59.1,Low,206,2026-06-09,0.412,Y,532,293160000,Ongoing,,False,,seed_officer_039
LA-2024-0427,Bihar,Bhagalpur,25.0947,84.9712,Highway,NHAI,2.7,19,19382000,34.6,1,2024-02-21,Stage 2 of 5,50.4,Low,374,2026-09-02,0.195,N,27,61000000,Completed,2025-11-30,,On Time,seed_officer_012
LA-2021-0428,Tamil Nadu,Madurai,11.3507,78.0789,Highway,State PWD,12.4,21,96331000,100.0,0,2021-06-28,Stage 5 of 5,71.6,High,306,2026-09-02,0.062,N,4,587460000,Completed,2026-08-23,,On Time,seed_officer_022
LA-2022-0429,Gujarat,Vadodara,22.769,70.7687,Urban Infra/Metro,State Metro Rail Corp,17.1,100,167521000,85.2,0,2022-02-03,Stage 5 of 5,78.0,Medium,87,2026-08-31,0.0,N,0,977870000,Completed,2025-06-30,,On Time,seed_officer_012
LA-2022-0430,Maharashtra,Satara,19.6695,75.1766,Highway,NHAI,18.0,157,46565000,67.7,1,2022-06-23,Stage 3 of 5,84.7,High,260,2026-08-13,0.092,N,39,245080000,Completed,2024-11-26,,On Time,seed_officer_037
LA-2024-0431,Bihar,Muzaffarpur,24.8625,85.2281,Highway,NHAI,83.0,467,425431000,35.0,0,2024-04-07,Stage 2 of 5,30.3,Medium,225,2026-08-21,0.12,N,6,1416900000,Ongoing,,,,seed_officer_010
LA-2023-0432,Karnataka,Bengaluru Rural,14.9554,75.7067,Industrial Corridor,State Industrial Dev. Corp,9.3,164,96613000,65.2,0,2023-02-08,Stage 4 of 5,59.6,Medium,121,2026-08-22,0.139,N,26,313680000,Completed,2023-08-23,,On Time,seed_officer_034
LA-2025-0433,Maharashtra,Nagpur,19.8991,75.122,Highway,State PWD,55.7,219,518122000,38.3,0,2025-10-27,Stage 1 of 5,23.3,High,160,2026-07-18,0.334,Y,228,3431160000,Ongoing,,True,,seed_officer_027
LA-2022-0434,Uttar Pradesh,Varanasi,27.3397,80.5557,Highway,State PWD,3.5,19,23383000,67.1,0,2022-08-17,Stage 3 of 5,73.1,High,270,2026-08-21,0.126,N,3,104390000,Completed,2023-10-12,,On Time,seed_officer_011
LA-2021-0435,Odisha,Sundargarh,20.5725,84.8536,Industrial Corridor,DMIC/NICDC,39.6,282,358287000,88.8,0,2021-12-22,Stage 5 of 5,50.4,Medium,177,2026-08-03,0.176,N,49,1297650000,Completed,2024-05-24,,On Time,seed_officer_021
LA-2020-0436,Maharashtra,Satara,19.5453,76.2037,Highway,NHAI,6.7,24,36256000,28.1,0,2020-10-11,Stage 1 of 5,11.1,Medium,275,2026-08-22,0.432,Y,886,137570000,Ongoing,,False,,seed_officer_004
LA-2020-0437,West Bengal,Howrah,22.8502,88.1993,Irrigation/Water Res.,State Water Resources Dept,6.5,41,55625000,47.7,0,2020-12-04,Stage 2 of 5,23.0,Medium,394,2026-08-17,0.324,Y,138,186440000,Ongoing,,False,,seed_officer_040
LA-2025-0438,Uttar Pradesh,Lucknow,26.9524,81.031,Railway,Ministry of Railways,9.2,27,66758000,74.9,2,2025-05-22,Stage 3 of 5,70.2,Medium,267,2026-09-04,0.162,N,14,251070000,Ongoing,,,,seed_officer_018
LA-2025-0439,Tamil Nadu,Salem,11.0538,79.2007,Irrigation/Water Res.,State Water Resources Dept,4.1,18,18332000,50.9,0,2025-01-29,Stage 3 of 5,41.4,High,204,2026-08-31,0.157,N,7,98970000,Ongoing,,,,seed_officer_032
LA-2022-0440,Tamil Nadu,Tiruchirappalli,11.099,79.0957,Highway,State PWD,10.6,95,116620000,50.5,3,2022-02-25,Stage 3 of 5,57.7,Medium,20,2026-05-05,0.418,Y,41,434630000,Completed,2025-04-08,False,Delayed - Unresolved,seed_officer_027
LA-2024-0441,Uttar Pradesh,Ghaziabad,26.942,80.5889,Highway,NHAI,24.6,95,246462000,79.9,2,2024-08-01,Stage 5 of 5,62.9,Medium,281,2026-08-17,0.367,Y,353,966570000,Ongoing,,False,,seed_officer_033
LA-2025-0442,Bihar,Patna,25.4263,85.3452,Highway,State PWD,55.9,55,374708000,82.6,0,2025-06-21,Stage 4 of 5,61.8,Medium,173,2026-08-04,0.201,N,4,2429470000,Ongoing,,,,seed_officer_028
LA-2023-0443,Andhra Pradesh,Visakhapatnam,16.1757,80.0603,Railway,State Railway Infra Corp,88.4,337,303549000,45.9,0,2023-05-10,Stage 2 of 5,41.9,Medium,228,2026-08-30,0.396,Y,540,881340000,Ongoing,,False,,seed_officer_038
LA-2021-0444,West Bengal,Nadia,22.7921,88.0986,Highway,State PWD,17.8,16,51939000,51.5,3,2021-08-04,Stage 3 of 5,31.9,Medium,299,2026-05-06,0.554,Y,611,219190000,Stalled,,True,Delayed - Unresolved,seed_officer_003
LA-2021-0445,Maharashtra,Nagpur,19.6797,75.2619,Railway,State Railway Infra Corp,13.6,111,48388000,66.4,0,2021-01-31,Stage 3 of 5,72.9,High,67,2026-09-02,0.159,N,29,147640000,Completed,2021-09-20,,On Time,seed_officer_039
LA-2022-0446,Bihar,Patna,25.0896,85.301,Irrigation/Water Res.,State Water Resources Dept,63.3,127,187249000,52.2,0,2022-02-16,Stage 3 of 5,26.3,Medium,111,2026-08-06,0.4,Y,15,943400000,Completed,2025-06-21,False,Delayed - Unresolved,seed_officer_014
LA-2021-0447,Karnataka,Belagavi,15.2805,75.6415,Railway,Ministry of Railways,41.1,14,339117000,93.4,0,2021-03-18,Stage 5 of 5,77.5,Medium,140,2026-08-21,0.115,N,39,1120930000,Completed,2024-07-06,,On Time,seed_officer_009
LA-2022-0448,Uttar Pradesh,Meerut,27.1066,81.0637,Highway,State PWD,13.3,110,124330000,32.5,0,2022-10-17,Stage 1 of 5,17.7,High,275,2026-07-20,0.395,Y,564,421430000,Ongoing,,True,,seed_officer_019
LA-2025-0449,Maharashtra,Nashik,19.8062,75.962,Industrial Corridor,State Industrial Dev. Corp,2.9,11,15480000,56.6,0,2025-12-05,Stage 3 of 5,45.8,Medium,139,2026-08-18,0.214,N,6,61430000,Ongoing,,,,seed_officer_001
LA-2022-0450,Maharashtra,Aurangabad,20.0516,75.233,Power Transmission,State Electricity Board,3.3,15,30228000,34.9,0,2022-01-05,Stage 1 of 5,40.5,Low,207,2026-05-02,0.357,Y,650,96080000,Completed,2024-09-28,False,Delayed - Unresolved,seed_officer_012
LA-2022-0451,Maharashtra,Nagpur,19.5839,76.0897,Irrigation/Water Res.,State Water Resources Dept,31.5,224,118651000,79.6,0,2022-08-10,Stage 5 of 5,52.8,Medium,115,2026-09-02,0.181,N,14,466260000,Completed,2024-11-24,,On Time,seed_officer_035
LA-2021-0452,Rajasthan,Jodhpur,27.1163,74.0427,Power Transmission,State Electricity Board,20.2,200,132633000,30.0,12,2021-08-31,Stage 5 of 5,16.1,High,205,2026-06-21,1.121,Y,597,681220000,Ongoing,,False,,seed_officer_005
LA-2024-0453,Uttar Pradesh,Varanasi,26.9101,80.6501,Urban Infra/Metro,State Metro Rail Corp,13.6,38,84264000,67.1,0,2024-11-23,Stage 4 of 5,54.6,Low,206,2026-08-18,0.132,N,7,245170000,Ongoing,,,,seed_officer_028
LA-2022-0454,Bihar,Patna,25.4915,85.8832,Power Transmission,State Electricity Board,38.4,865,424643000,32.5,4,2022-05-02,Stage 3 of 5,19.6,Medium,185,2026-05-19,0.561,Y,701,1904190000,Stalled,,False,Shelved,seed_officer_005
LA-2023-0455,Gujarat,Vadodara,22.2164,71.7894,Railway,State Railway Infra Corp,17.3,23,134489000,76.8,0,2023-06-19,Stage 4 of 5,67.8,Medium,38,2026-08-14,0.176,N,10,550940000,Completed,2023-11-24,,On Time,seed_officer_037
LA-2022-0456,Rajasthan,Alwar,26.8234,74.0979,Railway,State Railway Infra Corp,4.5,34,34767000,100.0,1,2022-10-19,Stage 5 of 5,99.2,Low,236,2026-09-03,0.171,N,4,102980000,Completed,2023-10-07,,On Time,seed_officer_019
LA-2021-0457,Gujarat,Ahmedabad,22.1181,70.7811,Irrigation/Water Res.,State Water Resources Dept,3.4,20,27348000,93.0,0,2021-04-24,Stage 5 of 5,81.5,Low,134,2026-09-01,0.298,N,35,131840000,Completed,2025-07-05,,On Time,seed_officer_002
LA-2024-0458,Bihar,Bhagalpur,24.6691,85.7004,Urban Infra/Metro,State Metro Rail Corp,4.2,39,21541000,65.9,0,2024-12-01,Stage 4 of 5,53.3,Medium,214,2026-08-25,0.15,N,10,62470000,Ongoing,,,,seed_officer_040
LA-2021-0459,Madhya Pradesh,Gwalior,22.5675,78.4996,Railway,State Railway Infra Corp,47.1,114,313317000,64.9,2,2021-06-29,Stage 4 of 5,61.4,Medium,106,2026-09-03,0.392,Y,80,987810000,Ongoing,,False,,seed_officer_006
LA-2025-0460,Maharashtra,Aurangabad,19.1822,76.07,Irrigation/Water Res.,State Water Resources Dept,14.2,25,106843000,33.7,1,2025-06-07,Stage 1 of 5,20.0,High,324,2026-08-18,0.287,N,10,521950000,Ongoing,,,,seed_officer_016
LA-2024-0461,Maharashtra,Aurangabad,19.8188,75.5063,Railway,State Railway Infra Corp,2.3,12,16701000,100.0,0,2024-01-29,Stage 5 of 5,86.2,High,193,2026-09-04,0.184,N,30,63070000,Completed,2025-09-06,,On Time,seed_officer_034
LA-2022-0462,West Bengal,Kolkata,22.4518,87.9712,Railway,State Railway Infra Corp,11.0,28,59699000,22.9,1,2022-11-07,Stage 1 of 5,30.8,Medium,69,2026-08-25,0.284,N,7,245070000,Completed,2023-04-07,,On Time,seed_officer_020
LA-2025-0463,Tamil Nadu,Madurai,10.6148,78.5107,Industrial Corridor,State Industrial Dev. Corp,16.0,65,35272000,26.2,3,2025-02-07,Stage 2 of 5,20.2,High,297,2026-07-27,0.665,Y,1313,159710000,Ongoing,,False,,seed_officer_022
LA-2021-0464,Madhya Pradesh,Indore,23.5452,79.1391,Highway,NHAI,12.1,210,73074000,36.4,0,2021-11-22,Stage 2 of 5,58.3,Medium,111,2026-09-01,0.233,N,0,391240000,Completed,2023-02-27,,On Time,seed_officer_033
LA-2021-0465,Maharashtra,Raigad,19.8281,75.3667,Urban Infra/Metro,State Metro Rail Corp,125.4,148,638167000,69.6,0,2021-03-15,Stage 4 of 5,75.4,Low,231,2026-07-28,0.062,N,10,1964440000,Completed,2024-05-22,,On Time,seed_officer_034
LA-2021-0466,Madhya Pradesh,Indore,22.9705,78.0647,Highway,State PWD,3.9,15,19438000,47.5,0,2021-01-06,Stage 2 of 5,56.6,Low,217,2026-08-29,0.106,N,48,64570000,Completed,2023-09-26,,On Time,seed_officer_023
LA-2021-0467,Uttar Pradesh,Kanpur,26.7501,80.9283,Highway,NHAI,4.8,7,25794000,81.0,0,2021-03-13,Stage 4 of 5,72.1,Medium,249,2026-08-27,0.15,N,8,107820000,Completed,2021-11-12,,On Time,seed_officer_016
LA-2024-0468,Rajasthan,Jaipur,27.2816,74.4942,Railway,Ministry of Railways,14.1,35,52776000,44.4,0,2024-07-26,Stage 1 of 5,31.3,Low,124,2026-08-24,0.314,Y,323,215250000,Ongoing,,False,,seed_officer_017
LA-2021-0469,Uttar Pradesh,Noida,27.1247,80.8735,Highway,NHAI,8.3,33,38077000,21.6,4,2021-01-09,Stage 2 of 5,17.4,Medium,162,2026-07-23,0.687,Y,218,126940000,Ongoing,,True,,seed_officer_039
LA-2023-0470,Madhya Pradesh,Indore,22.6645,78.4807,Urban Infra/Metro,State Metro Rail Corp,20.8,165,111844000,73.0,0,2023-06-05,Stage 4 of 5,40.4,Low,55,2026-08-17,0.31,Y,102,582560000,Ongoing,,False,,seed_officer_012
LA-2025-0471,Bihar,Muzaffarpur,24.7658,84.9473,Highway,State PWD,28.2,61,154509000,88.8,2,2025-05-31,Stage 5 of 5,84.4,Medium,110,2026-08-31,0.127,N,20,747640000,Ongoing,,,,seed_officer_037
LA-2021-0472,Gujarat,Bharuch,21.7128,70.8156,Urban Infra/Metro,Urban Dev. Authority,40.3,75,124831000,72.0,0,2021-09-02,Stage 4 of 5,55.3,Low,322,2026-09-03,0.261,N,23,365210000,Completed,2026-06-29,,On Time,seed_officer_037
LA-2022-0473,Bihar,Darbhanga,24.8772,85.146,Irrigation/Water Res.,State Water Resources Dept,7.7,13,64661000,68.1,0,2022-06-30,Stage 3 of 5,56.3,Medium,193,2026-09-01,0.071,N,21,293590000,Completed,2023-09-03,,On Time,seed_officer_021
LA-2024-0474,Gujarat,Surat,22.7953,71.3066,Irrigation/Water Res.,State Water Resources Dept,6.4,35,32262000,80.1,0,2024-05-14,Stage 5 of 5,77.5,Medium,186,2026-09-02,0.124,N,10,94630000,Ongoing,,,,seed_officer_005
LA-2023-0475,Maharashtra,Aurangabad,19.9885,75.7214,Highway,State PWD,4.8,8,21695000,68.1,2,2023-08-30,Stage 4 of 5,71.7,Low,153,2026-08-01,0.388,Y,159,128040000,Ongoing,,True,,seed_officer_020
LA-2024-0476,Karnataka,Belagavi,15.5274,76.2888,Industrial Corridor,State Industrial Dev. Corp,46.7,173,259617000,59.4,4,2024-02-12,Stage 4 of 5,51.8,Medium,163,2026-07-24,0.401,Y,17,972190000,Ongoing,,True,,seed_officer_023
LA-2025-0477,Madhya Pradesh,Bhopal,22.7383,78.5966,Irrigation/Water Res.,State Water Resources Dept,24.2,53,158704000,77.3,0,2025-10-02,Stage 4 of 5,73.5,Low,101,2026-08-29,0.219,N,27,619260000,Ongoing,,,,seed_officer_030
LA-2021-0478,Andhra Pradesh,Kurnool,15.9064,79.2984,Urban Infra/Metro,State Metro Rail Corp,7.2,45,64756000,71.5,0,2021-04-15,Stage 3 of 5,72.3,Low,169,2026-09-01,0.169,N,29,378080000,Completed,2026-02-14,,On Time,seed_officer_004
LA-2025-0479,Maharashtra,Nashik,19.9231,75.672,Urban Infra/Metro,Urban Dev. Authority,14.2,6,121671000,90.4,0,2025-07-31,Stage 5 of 5,64.6,High,150,2026-09-03,0.0,N,35,784160000,Ongoing,,,,seed_officer_005
LA-2023-0480,Maharashtra,Raigad,19.8983,75.9079,Highway,NHAI,12.7,21,32541000,78.8,1,2023-09-25,Stage 5 of 5,53.6,Low,227,2026-08-22,0.191,N,26,142130000,Completed,2024-12-01,,On Time,seed_officer_040
LA-2023-0481,Madhya Pradesh,Gwalior,22.828,78.2652,Power Transmission,State Electricity Board,5.8,30,32342000,75.1,0,2023-07-20,Stage 4 of 5,70.9,Medium,175,2026-08-26,0.291,N,17,99290000,Completed,2025-12-25,,On Time,seed_officer_038
LA-2022-0482,Uttar Pradesh,Agra,26.5033,80.3915,Highway,NHAI,4.7,27,38295000,85.4,0,2022-02-08,Stage 4 of 5,80.7,Medium,304,2026-08-28,0.093,N,37,152450000,Completed,2026-02-22,,On Time,seed_officer_029
LA-2023-0483,Maharashtra,Satara,20.2899,75.8837,Power Transmission,Power Grid Corp,37.6,54,267917000,74.0,0,2023-11-14,Stage 3 of 5,49.0,High,217,2026-08-21,0.142,N,1,1708720000,Completed,2024-05-18,,On Time,seed_officer_021
LA-2024-0484,Maharashtra,Thane,19.7145,76.1113,Highway,State PWD,11.6,124,134668000,10.3,8,2024-11-05,Stage 3 of 5,5.5,Low,260,2026-06-21,0.948,Y,1023,442190000,Ongoing,,True,,seed_officer_033
LA-2026-0485,Odisha,Cuttack,21.251,85.1457,Power Transmission,Power Grid Corp,20.8,35,103229000,79.9,0,2026-02-22,Stage 4 of 5,47.0,Medium,238,2026-08-31,0.112,N,6,491460000,Ongoing,,,,seed_officer_029
LA-2022-0486,Gujarat,Ahmedabad,22.1486,70.921,Highway,State PWD,6.3,10,45572000,63.8,4,2022-01-20,Stage 4 of 5,62.9,Medium,45,2026-09-03,0.425,Y,105,281410000,Ongoing,,True,,seed_officer_006
LA-2023-0487,Maharashtra,Thane,19.5751,76.2771,Highway,NHAI,17.1,198,191443000,25.5,2,2023-10-22,Stage 2 of 5,31.8,High,226,2026-03-26,0.563,Y,460,1002530000,Stalled,,True,Delayed - Unresolved,seed_officer_003
LA-2025-0488,Tamil Nadu,Coimbatore,10.5489,78.9239,Power Transmission,State Electricity Board,6.0,16,43853000,70.6,0,2025-10-13,Stage 3 of 5,48.0,High,323,2026-09-03,0.057,N,2,143110000,Ongoing,,,,seed_officer_029
LA-2024-0489,Odisha,Cuttack,20.5461,85.3859,Railway,State Railway Infra Corp,22.5,134,176788000,62.2,1,2024-04-10,Stage 4 of 5,57.8,Medium,260,2026-08-31,0.21,N,3,1057380000,Ongoing,,,,seed_officer_024
LA-2025-0490,Rajasthan,Udaipur,27.2854,74.7503,Industrial Corridor,DMIC/NICDC,17.3,72,173782000,50.5,3,2025-07-18,Stage 3 of 5,23.3,Medium,284,2026-07-18,0.488,Y,97,581440000,Ongoing,,False,,seed_officer_027
LA-2025-0491,Andhra Pradesh,Guntur,15.3884,79.8871,Highway,NHAI,69.6,362,353810000,66.0,0,2025-01-30,Stage 3 of 5,58.5,High,128,2026-08-30,0.214,N,0,1984240000,Ongoing,,,,seed_officer_022
LA-2021-0492,Karnataka,Bengaluru Rural,15.5107,75.1667,Power Transmission,State Electricity Board,11.3,13,56364000,42.4,2,2021-04-20,Stage 3 of 5,45.3,Low,59,2026-08-01,0.509,Y,198,360800000,Completed,2021-05-30,False,Delayed - Unresolved,seed_officer_007
LA-2022-0493,Bihar,Darbhanga,24.8314,84.9903,Power Transmission,State Electricity Board,5.2,20,42805000,53.2,0,2022-04-28,Stage 3 of 5,49.1,High,220,2026-08-11,0.194,N,6,186140000,Completed,2023-10-13,,On Time,seed_officer_019
LA-2021-0494,Uttar Pradesh,Ghaziabad,26.6098,81.081,Railway,Ministry of Railways,36.8,203,188733000,65.4,0,2021-12-10,Stage 3 of 5,62.9,Low,342,2026-09-04,0.181,N,0,622660000,Completed,2026-01-02,,On Time,seed_officer_022
LA-2023-0495,Uttar Pradesh,Lucknow,26.5411,81.5051,Highway,NHAI,43.1,137,207099000,49.3,0,2023-12-01,Stage 2 of 5,26.6,High,201,2026-08-31,0.171,N,26,892540000,Completed,2025-04-05,,On Time,seed_officer_023
LA-2023-0496,Bihar,Bhagalpur,24.7333,85.3713,Highway,State PWD,6.2,21,37991000,48.4,0,2023-02-07,Stage 2 of 5,49.9,Low,342,2026-09-03,0.327,Y,746,132420000,Completed,2023-10-09,False,Delayed - Unresolved,seed_officer_009
LA-2021-0497,Maharashtra,Thane,20.0708,75.1959,Power Transmission,Power Grid Corp,36.2,53,159859000,19.9,5,2021-01-15,Stage 3 of 5,1.4,Low,305,2026-08-10,0.688,Y,846,861950000,Ongoing,,False,,seed_officer_020
LA-2023-0498,Andhra Pradesh,Anantapur,15.3181,79.4686,Irrigation/Water Res.,State Water Resources Dept,14.5,44,136343000,33.4,0,2023-07-07,Stage 1 of 5,29.6,Low,114,2026-08-31,0.322,Y,105,575670000,Ongoing,,True,,seed_officer_022
LA-2026-0499,Uttar Pradesh,Meerut,26.4756,81.4058,Industrial Corridor,State Industrial Dev. Corp,12.5,94,64353000,62.8,0,2026-01-15,Stage 3 of 5,54.4,Low,267,2026-08-15,0.115,N,14,320520000,Ongoing,,,,seed_officer_034
LA-2026-0500,Odisha,Khordha,21.1773,84.8859,Irrigation/Water Res.,State Water Resources Dept,14.3,23,74716000,86.7,0,2026-02-07,Stage 4 of 5,67.0,Low,250,2026-08-23,0.239,N,1,280780000,Ongoing,,,,seed_officer_033
LA-2021-0501,Tamil Nadu,Madurai,10.8761,78.3767,Industrial Corridor,State Industrial Dev. Corp,11.9,13,28574000,70.9,2,2021-06-23,Stage 4 of 5,48.5,High,314,2026-08-27,0.286,N,10,85020000,Completed,2022-10-04,,On Time,seed_officer_024
LA-2024-0502,Madhya Pradesh,Jabalpur,22.492,78.1974,Highway,NHAI,18.3,95,145658000,34.4,0,2024-03-04,Stage 1 of 5,17.9,Low,199,2026-05-24,0.31,Y,234,449740000,Ongoing,,False,,seed_officer_014
LA-2022-0503,Maharashtra,Nashik,19.9041,75.5175,Irrigation/Water Res.,State Water Resources Dept,7.4,15,16821000,100.0,0,2022-09-10,Stage 5 of 5,80.3,High,63,2026-08-28,0.112,N,1,83020000,Completed,2026-05-07,,On Time,seed_officer_013
LA-2022-0504,Gujarat,Surat,21.8573,71.0757,Railway,Ministry of Railways,58.6,555,605566000,68.7,1,2022-12-20,Stage 4 of 5,58.2,Low,216,2026-08-20,0.426,Y,242,2395270000,Ongoing,,False,,seed_officer_010
LA-2021-0505,Maharashtra,Pune,20.2902,75.7,Railway,State Railway Infra Corp,13.8,82,56223000,50.5,0,2021-11-02,Stage 2 of 5,51.3,Low,365,2026-08-09,0.281,N,1,215330000,Completed,2024-09-10,,On Time,seed_officer_007
LA-2022-0506,West Bengal,Kolkata,22.4872,88.3365,Highway,State PWD,42.8,125,261524000,48.0,0,2022-11-13,Stage 3 of 5,37.3,Medium,213,2026-07-03,0.324,Y,511,1025920000,Completed,2024-12-01,False,Delayed - Unresolved,seed_officer_040
LA-2024-0507,Maharashtra,Nagpur,20.1698,75.6108,Highway,State PWD,25.6,85,97574000,55.4,0,2024-11-29,Stage 2 of 5,48.0,Medium,350,2026-09-02,0.173,N,35,287330000,Ongoing,,,,seed_officer_010
LA-2024-0508,Gujarat,Surat,22.0254,71.187,Railway,Ministry of Railways,15.0,58,89932000,30.1,0,2024-06-07,Stage 1 of 5,22.5,High,341,2026-08-15,0.215,N,30,355470000,Ongoing,,,,seed_officer_040
LA-2022-0509,Maharashtra,Satara,19.4096,75.9014,Railway,Ministry of Railways,6.7,21,30863000,40.6,0,2022-09-05,Stage 1 of 5,36.8,High,232,2026-09-04,0.168,N,39,134370000,Completed,2023-12-14,,On Time,seed_officer_029
LA-2024-0510,Maharashtra,Pune,19.8136,75.4428,Highway,State PWD,9.6,8,84270000,45.4,0,2024-02-20,Stage 2 of 5,49.0,High,285,2026-08-08,0.22,N,10,257460000,Completed,2026-06-19,,On Time,seed_officer_024
LA-2020-0511,Maharashtra,Raigad,19.5744,75.5975,Highway,NHAI,14.6,40,36099000,65.9,1,2020-10-13,Stage 3 of 5,69.4,Medium,187,2026-09-03,0.29,N,36,227440000,Completed,2024-12-26,,On Time,seed_officer_029
LA-2023-0512,Gujarat,Bharuch,22.6584,71.4181,Highway,State PWD,17.9,34,152188000,31.7,2,2023-05-22,Stage 2 of 5,20.2,High,152,2026-06-26,0.48,Y,128,876260000,Ongoing,,False,,seed_officer_029
LA-2023-0513,Maharashtra,Nagpur,19.6878,75.9947,Highway,NHAI,31.0,85,69734000,87.2,0,2023-05-30,Stage 5 of 5,74.0,Medium,246,2026-06-14,0.005,N,44,309860000,Completed,2023-08-06,,On Time,seed_officer_020
LA-2021-0514,Uttar Pradesh,Meerut,26.2658,80.9905,Irrigation/Water Res.,State Water Resources Dept,4.5,13,14617000,55.1,5,2021-03-21,Stage 3 of 5,44.4,Medium,77,2026-04-12,0.581,Y,86,76220000,Stalled,,True,Delayed - Unresolved,seed_officer_013
LA-2021-0515,Bihar,Bhagalpur,25.0353,85.5634,Irrigation/Water Res.,State Water Resources Dept,22.9,210,138305000,70.3,0,2021-02-16,Stage 3 of 5,63.1,Low,277,2026-05-06,0.337,Y,272,427490000,Completed,2026-03-10,False,Delayed - Unresolved,seed_officer_030
LA-2020-0516,Gujarat,Vadodara,22.4918,70.7266,Irrigation/Water Res.,State Water Resources Dept,11.2,13,39890000,92.9,0,2020-12-11,Stage 5 of 5,82.2,Low,139,2026-08-31,0.035,N,3,115600000,Completed,2024-12-20,,On Time,seed_officer_033
LA-2026-0517,Tamil Nadu,Tiruchirappalli,11.5721,79.101,Irrigation/Water Res.,State Water Resources Dept,92.9,150,202928000,73.3,0,2026-01-13,Stage 4 of 5,71.9,Low,256,2026-08-29,0.216,N,12,1114520000,Ongoing,,,,seed_officer_011
LA-2021-0518,Karnataka,Mysuru,15.5601,76.2742,Highway,NHAI,11.5,120,107661000,51.0,0,2021-05-06,Stage 2 of 5,41.1,Medium,276,2026-09-01,0.2,N,25,493990000,Completed,2025-06-03,,On Time,seed_officer_017
LA-2022-0519,Uttar Pradesh,Lucknow,27.2997,80.585,Industrial Corridor,DMIC/NICDC,25.7,160,217255000,37.6,2,2022-04-25,Stage 2 of 5,39.5,High,154,2026-08-05,0.477,Y,332,981460000,Ongoing,,False,,seed_officer_024
LA-2024-0520,Madhya Pradesh,Bhopal,22.3912,79.0278,Urban Infra/Metro,State Metro Rail Corp,66.1,180,161436000,81.5,0,2024-10-08,Stage 4 of 5,44.6,Low,20,2026-09-03,0.124,N,32,908530000,Ongoing,,,,seed_officer_019
LA-2023-0521,Maharashtra,Pune,19.9915,75.1212,Railway,Ministry of Railways,10.9,144,78549000,50.6,1,2023-01-13,Stage 3 of 5,35.7,Low,244,2026-07-01,0.477,Y,220,319860000,Completed,2023-06-07,False,Delayed - Unresolved,seed_officer_018
LA-2022-0522,Rajasthan,Alwar,27.29,74.6786,Irrigation/Water Res.,State Water Resources Dept,17.8,44,138199000,36.7,0,2022-11-28,Stage 1 of 5,27.3,Low,177,2026-09-01,0.314,Y,415,757150000,Completed,2022-12-22,False,Delayed - Unresolved,seed_officer_028
LA-2022-0523,Bihar,Patna,24.6082,85.2943,Highway,NHAI,6.3,22,60791000,20.9,1,2022-04-17,Stage 1 of 5,22.5,Low,118,2026-07-17,0.371,Y,324,273800000,Completed,2025-10-11,False,Delayed - Unresolved,seed_officer_029
LA-2021-0524,Andhra Pradesh,Guntur,15.5484,79.7977,Railway,Ministry of Railways,35.7,68,154133000,92.0,0,2021-08-25,Stage 5 of 5,77.4,Medium,253,2026-08-31,0.176,N,2,582580000,Completed,2023-03-11,,On Time,seed_officer_027
LA-2023-0525,Andhra Pradesh,Visakhapatnam,16.02,79.4708,Highway,State PWD,11.7,77,68176000,90.7,0,2023-08-23,Stage 4 of 5,78.4,Low,241,2026-09-03,0.055,N,4,336090000,Completed,2026-03-12,,On Time,seed_officer_033
LA-2021-0526,Uttar Pradesh,Ghaziabad,26.3317,80.8265,Irrigation/Water Res.,State Water Resources Dept,8.9,35,59278000,54.6,0,2021-07-01,Stage 2 of 5,39.5,High,151,2026-08-30,0.212,N,15,192180000,Completed,2026-02-07,,On Time,seed_officer_025
LA-2025-0527,Karnataka,Bengaluru Rural,14.8319,75.5891,Urban Infra/Metro,Urban Dev. Authority,11.1,59,61519000,66.1,0,2025-11-14,Stage 4 of 5,40.0,Low,165,2026-08-31,0.19,N,3,351380000,Ongoing,,,,seed_officer_015
LA-2024-0528,Uttar Pradesh,Lucknow,26.2848,81.1553,Railway,State Railway Infra Corp,99.6,688,355453000,66.7,5,2024-05-11,Stage 5 of 5,43.2,Low,264,2026-08-10,0.707,Y,346,1710690000,Ongoing,,False,,seed_officer_007
LA-2026-0529,Gujarat,Vadodara,22.3933,71.2515,Highway,NHAI,18.7,47,121841000,59.8,0,2026-03-07,Stage 3 of 5,49.4,Low,133,2026-06-14,0.344,Y,106,512960000,Ongoing,,False,,seed_officer_009
