project_id,state,district,latitude,longitude,project_type,implementing_department,land_area_hectares,families_affected,compensation_assessed_inr,compensation_disbursed_pct,legal_disputes_count,notification_date,approval_stage,rr_progress_pct,stakeholder_responsiveness,historical_dept_avg_delay_days,last_activity_date,risk_score_raw,delayed,delay_days
LA-2024-0260,Maharashtra,Nashik,19.871,75.7743,Railway,Ministry of Railways,9.5,69,87817000,65.0,3,2024-03-24,Stage 4 of 5,39.5,Medium,80,2026-08-23,0.264,N,3
LA-2024-0261,West Bengal,Howrah,22.8801,87.7887,Irrigation/Water Res.,State Water Resources Dept,15.0,125,70348000,70.8,0,2024-04-03,Stage 3 of 5,53.0,Medium,45,2026-07-20,0.186,N,5
LA-2023-0262,Karnataka,Mysuru,14.8601,75.1966,Railway,State Railway Infra Corp,51.5,107,145508000,40.5,0,2023-03-23,Stage 2 of 5,24.7,Medium,218,2026-06-21,0.324,Y,284
LA-2021-0263,Uttar Pradesh,Kanpur,26.3283,80.7265,Highway,NHAI,65.3,250,563698000,24.1,3,2021-04-17,Stage 2 of 5,15.2,High,97,2026-05-13,0.519,Y,200
LA-2021-0264,Rajasthan,Jodhpur,26.4869,73.7432,Irrigation/Water Res.,State Water Resources Dept,21.5,9,104220000,77.4,0,2021-11-12,Stage 3 of 5,75.2,Medium,197,2026-08-24,0.185,N,0
LA-2025-0265,Gujarat,Rajkot,22.031,70.8105,Railway,State Railway Infra Corp,127.8,167,382633000,40.2,0,2025-02-04,Stage 2 of 5,19.3,High,249,2026-08-21,0.221,N,0
LA-2022-0266,Odisha,Sundargarh,20.6704,85.4666,Highway,State PWD,101.6,376,440747000,81.9,1,2022-08-10,Stage 4 of 5,45.9,Low,400,2026-07-18,0.302,Y,699
LA-2020-0267,Maharashtra,Aurangabad,19.2864,75.1731,Highway,NHAI,11.4,29,105935000,68.7,0,2020-11-22,Stage 3 of 5,59.6,High,182,2026-08-06,0.038,N,9
LA-2023-0268,Tamil Nadu,Coimbatore,11.3122,79.2547,Highway,State PWD,10.8,15,19866000,81.8,0,2023-01-24,Stage 4 of 5,60.8,High,177,2026-08-24,0.17,N,0
LA-2024-0269,Rajasthan,Alwar,27.2656,74.1691,Highway,NHAI,6.3,11,16881000,100.0,0,2024-05-04,Stage 5 of 5,90.7,Medium,245,2026-08-12,0.0,N,6
LA-2025-0270,Maharashtra,Satara,19.1658,75.2815,Industrial Corridor,DMIC/NICDC,14.4,116,107244000,94.9,0,2025-03-31,Stage 5 of 5,83.7,Low,43,2026-08-02,0.118,N,0
LA-2022-0271,Bihar,Muzaffarpur,24.907,85.3689,Highway,NHAI,30.3,162,113380000,100.0,1,2022-06-20,Stage 5 of 5,75.1,Low,219,2026-08-04,0.13,N,4
LA-2021-0272,Karnataka,Belagavi,15.5416,76.1856,Industrial Corridor,DMIC/NICDC,25.6,190,238500000,64.2,1,2021-10-02,Stage 4 of 5,57.8,Medium,265,2026-08-27,0.306,Y,699
LA-2026-0273,Karnataka,Hubballi-Dharwad,15.7383,75.4573,Irrigation/Water Res.,State Water Resources Dept,19.7,72,126011000,60.8,3,2026-02-10,Stage 4 of 5,45.4,Low,107,2026-07-21,0.419,Y,80
LA-2025-0274,Andhra Pradesh,Anantapur,16.3121,79.7321,Power Transmission,Power Grid Corp,35.1,118,302742000,89.0,0,2025-09-10,Stage 4 of 5,82.2,Medium,191,2026-08-27,0.0,N,5
LA-2025-0275,Maharashtra,Aurangabad,19.2771,75.6214,Industrial Corridor,State Industrial Dev. Corp,9.7,17,33099000,45.3,1,2025-09-17,Stage 2 of 5,31.4,Low,135,2026-08-23,0.322,Y,58
LA-2021-0276,Bihar,Bhagalpur,24.9062,84.9332,Highway,State PWD,94.6,267,333169000,45.2,0,2021-12-31,Stage 2 of 5,46.1,Medium,29,2026-08-09,0.082,N,5
LA-2020-0277,Madhya Pradesh,Gwalior,23.5023,78.2666,Power Transmission,Power Grid Corp,7.4,54,46152000,55.2,0,2020-12-24,Stage 2 of 5,40.4,Medium,147,2026-07-27,0.055,N,1
LA-2022-0278,Madhya Pradesh,Gwalior,23.5492,79.0992,Highway,State PWD,18.0,46,55640000,40.6,3,2022-07-09,Stage 2 of 5,34.7,Low,137,2026-08-07,0.413,Y,165
LA-2024-0279,Maharashtra,Raigad,19.5622,76.2916,Irrigation/Water Res.,State Water Resources Dept,10.5,35,42152000,73.5,0,2024-01-02,Stage 4 of 5,70.1,Medium,131,2026-06-30,0.175,N,14
LA-2022-0280,Andhra Pradesh,Vijayawada,16.2163,79.74,Highway,State PWD,3.6,26,31843000,77.3,0,2022-11-14,Stage 4 of 5,75.1,Medium,82,2026-08-23,0.252,N,2
LA-2022-0281,Maharashtra,Nagpur,20.1997,75.3977,Highway,NHAI,7.5,64,45218000,81.6,0,2022-08-22,Stage 4 of 5,70.8,Medium,312,2026-08-09,0.0,N,3
LA-2021-0282,Karnataka,Hubballi-Dharwad,14.8919,76.1675,Highway,NHAI,15.9,71,82268000,99.8,0,2021-01-05,Stage 5 of 5,80.9,Medium,106,2026-08-15,0.0,N,3
LA-2020-0283,Andhra Pradesh,Visakhapatnam,16.5077,79.7162,Railway,State Railway Infra Corp,34.2,143,212147000,84.5,0,2020-11-03,Stage 4 of 5,66.6,Medium,271,2026-07-28,0.127,N,15
LA-2025-0284,Bihar,Gaya,24.6754,85.829,Railway,State Railway Infra Corp,9.9,21,57096000,72.2,0,2025-07-27,Stage 4 of 5,61.7,High,81,2026-08-23,0.227,N,13
LA-2025-0285,West Bengal,Howrah,22.5965,88.0326,Highway,NHAI,38.0,239,320022000,52.4,2,2025-04-24,Stage 3 of 5,29.5,High,237,2026-05-06,0.401,Y,255
LA-2022-0286,Andhra Pradesh,Guntur,15.4373,79.9829,Highway,State PWD,18.3,58,135389000,39.5,0,2022-07-26,Stage 1 of 5,23.7,High,54,2026-08-24,0.233,N,44
LA-2025-0287,Odisha,Sundargarh,20.9324,85.5755,Power Transmission,Power Grid Corp,50.3,268,474332000,87.4,2,2025-02-27,Stage 5 of 5,78.1,Low,188,2026-08-22,0.244,N,11
LA-2024-0288,Uttar Pradesh,Varanasi,27.0883,80.3634,Highway,State PWD,15.8,124,151109000,78.3,0,2024-06-05,Stage 4 of 5,82.4,Low,103,2026-08-14,0.145,N,30
LA-2022-0289,Maharashtra,Nashik,20.3063,75.7359,Highway,State PWD,4.8,34,50027000,47.5,0,2022-04-04,Stage 2 of 5,51.5,Medium,146,2026-08-23,0.277,N,5
LA-2023-0290,West Bengal,Hooghly,23.4879,88.1725,Highway,State PWD,7.1,28,54333000,67.2,3,2023-07-02,Stage 4 of 5,47.5,High,97,2026-06-25,0.389,Y,48
LA-2022-0291,Maharashtra,Nashik,19.7589,76.0915,Urban Infra/Metro,State Metro Rail Corp,13.1,81,87091000,63.2,0,2022-06-02,Stage 3 of 5,49.2,Medium,190,2026-07-25,0.25,N,19
LA-2023-0292,Madhya Pradesh,Gwalior,23.0989,78.6902,Irrigation/Water Res.,State Water Resources Dept,18.6,85,104172000,60.5,0,2023-05-19,Stage 3 of 5,30.9,Medium,251,2026-08-23,0.262,N,4
LA-2022-0293,Bihar,Darbhanga,25.4075,84.9603,Industrial Corridor,State Industrial Dev. Corp,23.1,86,116480000,92.3,0,2022-11-16,Stage 5 of 5,91.7,Medium,195,2026-08-25,0.091,N,8
LA-2023-0294,Uttar Pradesh,Ghaziabad,26.5677,80.9692,Highway,NHAI,10.9,116,35210000,83.5,0,2023-04-22,Stage 4 of 5,67.2,Low,231,2026-08-27,0.164,N,10
LA-2023-0295,Maharashtra,Raigad,19.4931,75.5651,Industrial Corridor,State Industrial Dev. Corp,28.7,57,77797000,47.6,0,2023-12-30,Stage 2 of 5,19.9,High,450,2026-08-25,0.217,N,21
LA-2021-0296,Maharashtra,Satara,19.6359,76.3062,Highway,NHAI,22.3,39,129826000,83.1,0,2021-03-17,Stage 4 of 5,72.0,Low,192,2026-08-25,0.024,N,6
LA-2025-0297,Bihar,Patna,24.985,85.897,Highway,NHAI,7.8,23,47585000,96.2,0,2025-12-28,Stage 5 of 5,94.0,Medium,114,2026-08-25,0.0,N,7
LA-2025-0298,Maharashtra,Nagpur,19.5836,75.2217,Highway,NHAI,16.4,67,144301000,64.8,1,2025-03-09,Stage 3 of 5,44.4,Medium,205,2026-08-24,0.35,Y,165
LA-2024-0299,Andhra Pradesh,Anantapur,15.7609,79.3217,Industrial Corridor,State Industrial Dev. Corp,7.3,46,30012000,59.3,1,2024-02-09,Stage 5 of 5,68.0,Low,20,2026-08-25,0.256,N,53
LA-2023-0300,Andhra Pradesh,Vijayawada,15.8163,79.6088,Irrigation/Water Res.,State Water Resources Dept,9.0,23,52434000,43.4,0,2023-04-07,Stage 2 of 5,39.3,Medium,148,2026-08-24,0.218,N,0
LA-2022-0301,Gujarat,Rajkot,22.4022,71.3886,Power Transmission,Power Grid Corp,11.8,39,46865000,70.8,5,2022-03-04,Stage 5 of 5,57.3,High,273,2026-03-04,0.576,Y,1122
LA-2021-0302,Tamil Nadu,Tiruchirappalli,11.2553,79.0763,Irrigation/Water Res.,State Water Resources Dept,14.1,58,75286000,100.0,0,2021-03-24,Stage 5 of 5,84.5,Low,236,2026-08-01,0.145,N,5
LA-2026-0303,Rajasthan,Alwar,26.844,73.7178,Industrial Corridor,DMIC/NICDC,14.7,114,113555000,73.5,0,2026-01-25,Stage 4 of 5,73.3,High,208,2026-08-26,0.259,N,5
LA-2022-0304,Uttar Pradesh,Meerut,26.921,80.7237,Highway,State PWD,14.7,122,58311000,55.1,0,2022-05-01,Stage 2 of 5,38.1,Low,20,2026-08-12,0.288,N,4
LA-2023-0305,Uttar Pradesh,Noida,26.4746,80.8991,Highway,NHAI,270.9,1675,2458961000,66.8,3,2023-03-16,Stage 5 of 5,60.9,Medium,158,2026-08-12,0.464,Y,240
LA-2021-0306,Uttar Pradesh,Meerut,27.2649,81.4334,Irrigation/Water Res.,State Water Resources Dept,4.8,34,38492000,99.1,0,2021-12-01,Stage 5 of 5,82.3,High,294,2026-07-28,0.126,N,51
LA-2023-0307,Tamil Nadu,Madurai,11.1632,78.0903,Highway,NHAI,117.5,244,875577000,69.5,0,2023-06-08,Stage 3 of 5,72.9,Low,374,2026-08-21,0.002,N,28
LA-2021-0308,Madhya Pradesh,Bhopal,22.9018,78.7154,Industrial Corridor,DMIC/NICDC,26.0,107,152386000,61.9,0,2021-11-26,Stage 3 of 5,48.4,High,66,2026-08-21,0.149,N,8
LA-2025-0309,Madhya Pradesh,Gwalior,23.2877,78.663,Urban Infra/Metro,Urban Dev. Authority,8.8,35,47128000,52.3,0,2025-08-09,Stage 3 of 5,44.1,Medium,177,2026-08-15,0.095,N,1
LA-2022-0310,Tamil Nadu,Coimbatore,10.9815,79.2022,Power Transmission,Power Grid Corp,41.6,309,316600000,57.1,0,2022-08-18,Stage 3 of 5,48.3,Medium,20,2026-08-26,0.139,N,35
LA-2020-0311,Tamil Nadu,Tiruchirappalli,11.014,78.1062,Railway,Ministry of Railways,36.6,53,146681000,87.9,0,2020-12-09,Stage 5 of 5,81.9,Medium,210,2026-08-08,0.207,N,15
LA-2022-0312,Tamil Nadu,Chennai,11.1752,78.9564,Industrial Corridor,DMIC/NICDC,4.5,45,45520000,100.0,0,2022-09-27,Stage 5 of 5,79.1,Medium,119,2026-07-10,0.0,N,3
LA-2023-0313,Maharashtra,Satara,19.5977,75.1449,Highway,NHAI,9.2,57,52408000,59.8,2,2023-05-26,Stage 4 of 5,37.8,High,243,2026-08-20,0.311,Y,430
LA-2023-0314,Gujarat,Bharuch,22.5434,71.3452,Railway,Ministry of Railways,40.2,162,332269000,64.9,0,2023-08-02,Stage 3 of 5,64.2,High,181,2026-08-21,0.233,N,32
LA-2024-0315,Tamil Nadu,Madurai,10.7533,79.0229,Urban Infra/Metro,Urban Dev. Authority,5.7,25,38724000,65.0,0,2024-09-21,Stage 4 of 5,53.4,Low,20,2026-08-23,0.231,N,0
LA-2024-0316,Rajasthan,Udaipur,27.1362,74.3473,Railway,Ministry of Railways,3.4,10,11044000,83.6,0,2024-08-03,Stage 4 of 5,58.5,Medium,163,2026-08-21,0.126,N,38
LA-2025-0317,Tamil Nadu,Tiruchirappalli,11.6222,79.1055,Railway,State Railway Infra Corp,9.8,9,37368000,45.0,2,2025-03-18,Stage 3 of 5,42.6,Low,247,2026-07-20,0.385,Y,238
LA-2024-0318,Gujarat,Ahmedabad,22.3744,71.0316,Industrial Corridor,DMIC/NICDC,6.5,30,47351000,30.3,3,2024-09-19,Stage 2 of 5,21.6,Medium,253,2026-06-04,0.662,Y,136
LA-2022-0319,Tamil Nadu,Salem,11.4625,78.9775,Urban Infra/Metro,State Metro Rail Corp,12.0,37,93460000,45.5,0,2022-07-31,Stage 2 of 5,60.8,Medium,226,2026-08-21,0.236,N,1
LA-2021-0320,Odisha,Ganjam,21.3047,85.092,Power Transmission,State Electricity Board,35.0,82,312836000,38.5,2,2021-11-11,Stage 3 of 5,17.9,Medium,20,2026-07-03,0.325,Y,29
LA-2021-0321,Gujarat,Rajkot,22.0895,71.5624,Railway,Ministry of Railways,9.2,71,93656000,42.2,0,2021-08-12,Stage 2 of 5,43.2,Low,56,2026-08-21,0.338,Y,185
LA-2023-0322,Rajasthan,Alwar,26.795,74.4509,Highway,NHAI,168.9,152,396719000,46.9,1,2023-09-10,Stage 3 of 5,57.9,Medium,166,2026-08-23,0.157,N,5
LA-2023-0323,Maharashtra,Raigad,19.4241,75.6016,Power Transmission,State Electricity Board,60.9,133,222015000,53.7,0,2023-09-24,Stage 2 of 5,48.4,Medium,233,2026-08-26,0.187,N,3
LA-2024-0324,Odisha,Ganjam,20.4423,85.4916,Railway,State Railway Infra Corp,7.6,18,23505000,58.5,1,2024-01-09,Stage 3 of 5,38.4,Medium,170,2026-08-22,0.233,N,32
LA-2024-0325,Maharashtra,Aurangabad,20.0686,76.0619,Irrigation/Water Res.,State Water Resources Dept,27.2,143,175685000,72.3,2,2024-12-24,Stage 4 of 5,49.4,High,240,2026-08-01,0.309,Y,228
LA-2022-0326,Maharashtra,Nashik,19.8693,75.8361,Highway,NHAI,17.1,92,118411000,24.6,5,2022-01-06,Stage 3 of 5,25.2,Medium,310,2026-07-11,0.592,Y,686
LA-2023-0327,Bihar,Patna,25.0999,85.0922,Industrial Corridor,DMIC/NICDC,16.1,84,139924000,49.8,0,2023-03-30,Stage 2 of 5,33.6,High,121,2026-08-17,0.206,N,1
LA-2020-0328,Tamil Nadu,Salem,10.9654,78.6994,Industrial Corridor,State Industrial Dev. Corp,12.2,59,34293000,89.1,0,2020-09-30,Stage 4 of 5,72.1,High,141,2026-08-18,0.113,N,9
LA-2020-0329,West Bengal,Nadia,23.5457,87.5133,Industrial Corridor,DMIC/NICDC,32.0,76,174039000,58.0,0,2020-11-15,Stage 3 of 5,47.5,Medium,250,2026-08-18,0.231,N,5
LA-2024-0330,Tamil Nadu,Madurai,11.3901,78.9512,Railway,Ministry of Railways,8.6,65,59959000,43.2,0,2024-03-29,Stage 2 of 5,37.7,Low,203,2026-05-16,0.372,Y,69
LA-2025-0331,Tamil Nadu,Salem,10.6134,79.1477,Urban Infra/Metro,Urban Dev. Authority,17.4,36,82906000,59.9,0,2025-10-16,Stage 2 of 5,45.9,Medium,74,2026-08-24,0.13,N,9
LA-2025-0332,Bihar,Gaya,25.3411,84.7488,Highway,State PWD,17.5,37,40988000,58.4,2,2025-02-19,Stage 3 of 5,48.7,High,194,2026-08-06,0.127,N,33
LA-2024-0333,Maharashtra,Nagpur,19.5356,75.62,Highway,State PWD,5.0,37,28763000,64.7,0,2024-10-30,Stage 3 of 5,61.0,Medium,287,2026-08-27,0.25,N,11
LA-2023-0334,Odisha,Sundargarh,21.3909,84.7051,Power Transmission,State Electricity Board,18.6,143,107611000,77.8,0,2023-12-14,Stage 4 of 5,57.5,Low,194,2026-08-09,0.189,N,5
LA-2024-0335,Gujarat,Vadodara,22.0307,71.5668,Power Transmission,State Electricity Board,12.3,54,96475000,73.7,0,2024-06-14,Stage 4 of 5,70.2,High,164,2026-08-15,0.028,N,32
LA-2022-0336,Bihar,Darbhanga,24.8475,85.1632,Railway,Ministry of Railways,78.7,162,656352000,46.0,0,2022-08-19,Stage 2 of 5,32.6,Medium,380,2026-08-06,0.244,N,26
LA-2025-0337,Maharashtra,Thane,19.3845,75.7578,Urban Infra/Metro,State Metro Rail Corp,21.5,102,126102000,58.5,0,2025-06-15,Stage 3 of 5,60.9,Medium,98,2026-08-05,0.01,N,18
LA-2022-0338,Uttar Pradesh,Lucknow,27.0403,80.8166,Railway,Ministry of Railways,7.2,77,65977000,16.1,4,2022-12-29,Stage 2 of 5,7.6,Medium,174,2026-05-27,0.709,Y,294
LA-2021-0339,Odisha,Ganjam,21.5032,85.4497,Irrigation/Water Res.,State Water Resources Dept,9.2,25,43902000,76.9,3,2021-09-04,Stage 5 of 5,76.5,High,184,2026-07-28,0.323,Y,400
LA-2024-0340,Maharashtra,Thane,20.2708,75.2079,Industrial Corridor,State Industrial Dev. Corp,29.2,171,201468000,86.6,0,2024-07-21,Stage 5 of 5,73.4,High,248,2026-07-18,0.066,N,36
LA-2024-0341,Gujarat,Rajkot,22.4712,71.5266,Highway,State PWD,11.2,49,37396000,0.0,12,2024-11-10,Stage 1 of 5,0.0,Low,156,2026-07-17,1.266,Y,281
LA-2022-0342,Maharashtra,Aurangabad,19.8597,75.7429,Highway,NHAI,4.2,49,17111000,88.1,1,2022-10-13,Stage 5 of 5,60.4,Low,278,2026-07-24,0.166,N,19
LA-2020-0343,Bihar,Patna,24.7256,85.3336,Power Transmission,State Electricity Board,39.4,236,156703000,69.1,4,2020-11-17,Stage 4 of 5,58.4,Low,130,2026-07-29,0.465,Y,242
LA-2020-0344,Odisha,Cuttack,20.3578,85.5998,Highway,State PWD,30.1,249,202561000,76.6,0,2020-12-23,Stage 4 of 5,50.5,Medium,164,2026-07-29,0.169,N,49
LA-2023-0345,Uttar Pradesh,Kanpur,27.234,80.9682,Railway,Ministry of Railways,32.6,24,156303000,55.4,0,2023-06-10,Stage 3 of 5,50.3,High,268,2026-08-26,0.188,N,25
LA-2023-0346,Odisha,Sundargarh,20.7794,84.6196,Urban Infra/Metro,Urban Dev. Authority,9.7,132,90238000,65.2,0,2023-06-27,Stage 4 of 5,68.7,Medium,314,2026-06-17,0.329,Y,1024
LA-2022-0347,Gujarat,Rajkot,21.816,71.5118,Urban Infra/Metro,Urban Dev. Authority,2.0,11,12248000,67.1,0,2022-12-02,Stage 3 of 5,72.4,Medium,139,2026-08-25,0.181,N,1
LA-2021-0348,Maharashtra,Aurangabad,19.1651,75.7723,Urban Infra/Metro,Urban Dev. Authority,25.7,261,181055000,28.6,0,2021-05-11,Stage 2 of 5,22.7,Medium,204,2026-08-04,0.333,Y,170
LA-2023-0349,Tamil Nadu,Madurai,11.5697,78.8512,Railway,State Railway Infra Corp,17.8,30,42000000,66.8,1,2023-08-04,Stage 3 of 5,54.6,High,63,2026-08-08,0.375,Y,52
LA-2023-0350,Andhra Pradesh,Guntur,16.2067,79.2356,Highway,State PWD,43.6,26,109464000,58.4,0,2023-08-15,Stage 3 of 5,46.8,High,326,2026-07-24,0.338,Y,142
LA-2025-0351,Uttar Pradesh,Ghaziabad,27.3848,81.3572,Industrial Corridor,State Industrial Dev. Corp,26.3,35,79337000,94.8,0,2025-01-30,Stage 5 of 5,66.3,Medium,313,2026-08-12,0.042,N,4
LA-2023-0352,Bihar,Patna,24.979,84.8948,Railway,Ministry of Railways,19.9,43,146471000,85.9,0,2023-03-17,Stage 4 of 5,57.5,Medium,513,2026-08-19,0.191,N,3
LA-2021-0353,Uttar Pradesh,Ghaziabad,27.2806,81.4768,Railway,Ministry of Railways,7.7,13,30907000,41.5,0,2021-07-27,Stage 2 of 5,30.6,Medium,327,2026-07-23,0.408,Y,1011
LA-2025-0354,Tamil Nadu,Tiruchirappalli,10.5433,78.2515,Urban Infra/Metro,State Metro Rail Corp,20.1,52,154409000,88.4,0,2025-12-31,Stage 4 of 5,76.5,Medium,177,2026-08-26,0.0,N,12
LA-2022-0355,Madhya Pradesh,Indore,23.1824,78.8168,Highway,NHAI,7.0,36,46134000,91.3,0,2022-09-04,Stage 4 of 5,77.7,High,354,2026-07-27,0.154,N,4
LA-2021-0356,Maharashtra,Raigad,19.5698,75.9801,Highway,State PWD,22.5,30,168758000,100.0,0,2021-01-20,Stage 5 of 5,100.0,Medium,79,2026-07-08,0.0,N,16
LA-2021-0357,Uttar Pradesh,Ghaziabad,26.9632,80.8552,Railway,State Railway Infra Corp,31.5,78,190561000,35.9,0,2021-08-28,Stage 1 of 5,20.7,Medium,118,2026-08-25,0.12,N,6
LA-2021-0358,Andhra Pradesh,Visakhapatnam,16.1094,79.9389,Highway,NHAI,4.8,20,15410000,89.9,1,2021-03-10,Stage 5 of 5,78.0,Medium,254,2026-08-27,0.175,N,21
LA-2021-0359,Rajasthan,Udaipur,26.6579,74.689,Railway,Ministry of Railways,16.0,213,143047000,40.7,2,2021-05-03,Stage 2 of 5,32.3,Medium,54,2026-08-14,0.31,Y,101
LA-2022-0360,Odisha,Sundargarh,20.3977,85.5435,Railway,Ministry of Railways,40.7,146,117721000,0.0,3,2022-04-24,Stage 1 of 5,2.2,Low,155,2025-12-15,0.673,Y,355
LA-2021-0361,Madhya Pradesh,Jabalpur,23.4039,78.889,Highway,NHAI,7.5,20,46781000,80.3,0,2021-08-15,Stage 4 of 5,57.6,High,22,2026-07-24,0.042,N,13
LA-2024-0362,Rajasthan,Jodhpur,27.6184,73.645,Highway,State PWD,47.6,239,237125000,65.6,0,2024-06-01,Stage 3 of 5,56.9,High,241,2026-08-01,0.227,N,4
LA-2023-0363,Bihar,Patna,24.8228,85.1741,Power Transmission,Power Grid Corp,14.4,23,29207000,64.1,0,2023-03-22,Stage 3 of 5,54.7,Low,287,2026-07-16,0.129,N,18
LA-2022-0364,Bihar,Darbhanga,25.2905,85.2709,Irrigation/Water Res.,State Water Resources Dept,4.9,20,33639000,20.4,0,2022-02-05,Stage 1 of 5,7.7,Medium,318,2026-04-17,0.365,Y,883
LA-2026-0365,Tamil Nadu,Coimbatore,11.3752,78.4145,Railway,State Railway Infra Corp,7.2,112,66235000,45.3,0,2026-03-09,Stage 2 of 5,30.2,Medium,355,2026-08-02,0.216,N,3
LA-2023-0366,Karnataka,Bengaluru Rural,15.791,75.255,Urban Infra/Metro,State Metro Rail Corp,17.1,30,147474000,99.2,0,2023-08-12,Stage 5 of 5,86.2,Medium,181,2026-08-23,0.1,N,27
LA-2022-0367,Maharashtra,Thane,19.9178,75.1746,Urban Infra/Metro,Urban Dev. Authority,12.1,31,59100000,97.2,0,2022-03-09,Stage 5 of 5,85.1,Medium,248,2026-08-13,0.0,N,60
LA-2025-0368,Maharashtra,Aurangabad,19.5434,75.8619,Highway,State PWD,39.3,144,213887000,75.7,0,2025-05-18,Stage 4 of 5,63.9,Medium,98,2026-08-07,0.143,N,25
LA-2022-0369,Uttar Pradesh,Varanasi,26.3789,81.2117,Highway,State PWD,38.6,203,184045000,52.7,0,2022-09-08,Stage 2 of 5,52.3,Medium,258,2026-08-18,0.234,N,32
LA-2025-0370,Gujarat,Surat,22.3522,71.4916,Urban Infra/Metro,State Metro Rail Corp,63.4,246,356004000,34.8,3,2025-03-12,Stage 2 of 5,34.9,Medium,314,2026-06-10,0.423,Y,571
LA-2021-0371,Madhya Pradesh,Jabalpur,22.691,78.9104,Highway,State PWD,17.4,47,139447000,68.6,0,2021-11-01,Stage 4 of 5,51.8,Medium,207,2026-07-22,0.159,N,12
LA-2021-0372,Maharashtra,Pune,20.0494,76.1976,Highway,NHAI,14.2,29,86553000,90.4,1,2021-02-21,Stage 5 of 5,87.2,Medium,265,2026-08-15,0.253,N,2
LA-2021-0373,Maharashtra,Aurangabad,20.1185,76.3016,Railway,State Railway Infra Corp,9.6,38,86009000,73.6,2,2021-10-09,Stage 4 of 5,54.2,Low,254,2026-08-24,0.225,N,1
LA-2023-0374,Karnataka,Bengaluru Rural,15.5086,75.8635,Highway,NHAI,7.8,28,49931000,69.0,0,2023-11-30,Stage 3 of 5,50.5,Medium,129,2026-08-17,0.289,N,40
LA-2022-0375,Uttar Pradesh,Noida,27.0128,80.6904,Highway,NHAI,43.2,128,312615000,22.8,3,2022-05-10,Stage 2 of 5,10.7,Low,138,2026-08-19,0.536,Y,301
LA-2025-0376,Maharashtra,Satara,19.4192,75.1817,Highway,State PWD,9.9,13,38640000,28.0,0,2025-01-01,Stage 1 of 5,24.3,Medium,270,2026-08-23,0.395,Y,461
LA-2025-0377,Bihar,Patna,24.967,85.1994,Highway,NHAI,106.8,517,1067545000,89.2,0,2025-02-26,Stage 5 of 5,74.8,Medium,256,2026-08-19,0.185,N,26
LA-2023-0378,Maharashtra,Pune,19.1679,75.4778,Industrial Corridor,DMIC/NICDC,9.0,69,57323000,66.0,0,2023-11-20,Stage 4 of 5,49.1,Low,20,2026-03-01,0.311,Y,15
LA-2023-0379,Uttar Pradesh,Agra,26.9663,81.278,Industrial Corridor,State Industrial Dev. Corp,10.9,86,37455000,60.3,1,2023-09-11,Stage 4 of 5,72.8,High,20,2026-08-25,0.182,N,5
LA-2021-0380,Maharashtra,Satara,19.7558,76.0759,Railway,State Railway Infra Corp,5.1,47,34743000,38.7,4,2021-03-04,Stage 3 of 5,31.6,Low,373,2026-08-26,0.496,Y,246
LA-2025-0381,Odisha,Ganjam,21.1547,85.3774,Railway,State Railway Infra Corp,39.2,408,288824000,56.2,0,2025-03-29,Stage 3 of 5,53.4,Low,138,2026-08-10,0.28,N,25
LA-2025-0382,Tamil Nadu,Madurai,10.9317,78.3719,Highway,State PWD,176.6,816,1065101000,63.2,1,2025-06-23,Stage 4 of 5,66.7,Low,210,2026-08-03,0.222,N,23
LA-2021-0383,Madhya Pradesh,Jabalpur,23.4293,79.2566,Highway,NHAI,25.3,247,315501000,32.3,1,2021-03-12,Stage 1 of 5,25.6,High,88,2026-05-09,0.39,Y,134
LA-2022-0384,Odisha,Khordha,21.2297,85.3495,Highway,NHAI,37.3,225,253954000,68.8,3,2022-11-18,Stage 5 of 5,62.6,High,118,2026-07-09,0.44,Y,49
LA-2021-0385,Karnataka,Mysuru,15.0815,75.5283,Urban Infra/Metro,Urban Dev. Authority,31.7,103,255915000,24.0,0,2021-03-21,Stage 1 of 5,41.2,Low,98,2026-07-16,0.407,Y,246
LA-2025-0386,Bihar,Patna,25.569,85.3105,Power Transmission,Power Grid Corp,11.6,106,89603000,80.2,0,2025-12-31,Stage 4 of 5,62.2,Medium,249,2026-08-10,0.132,N,28
LA-2025-0387,Uttar Pradesh,Noida,27.221,80.9864,Highway,NHAI,30.4,110,104472000,56.8,5,2025-08-14,Stage 4 of 5,54.5,Medium,89,2026-08-19,0.482,Y,738
LA-2021-0388,Madhya Pradesh,Bhopal,22.5771,79.2157,Highway,NHAI,6.5,7,39185000,71.1,1,2021-03-29,Stage 4 of 5,64.9,Medium,24,2026-08-23,0.266,N,45
LA-2021-0389,Odisha,Khordha,21.2383,85.5701,Railway,State Railway Infra Corp,17.3,123,83101000,86.3,0,2021-01-04,Stage 4 of 5,74.0,Low,172,2026-08-03,0.018,N,13
LA-2021-0390,West Bengal,Nadia,22.8534,87.3119,Industrial Corridor,DMIC/NICDC,5.3,31,47722000,46.9,0,2021-12-30,Stage 2 of 5,36.1,Medium,110,2026-03-05,0.339,Y,198
LA-2025-0391,Karnataka,Belagavi,15.8992,75.1485,Railway,Ministry of Railways,48.0,142,119996000,75.0,0,2025-09-08,Stage 4 of 5,78.6,Low,78,2026-08-26,0.182,N,11
